lng,lat,timestamp_added,status,reward_scale,payer,owner,nonce,name,mode,location_hex,location,last_poc_challenge,last_change_block,geocode,gain,elevation,block_added,block,address
-105.03063910947391,39.754389674505106,2021-08-21T21:44:58.000000Z,"{'timestamp': '2022-04-08T19:58:10.619000Z', 'online': 'online', 'listen_addrs': ['/p2p/11nAt6oSGn7GhS57UTsnv6Q1sxGhZLzaxKm9cGC8QKDj2k7STjA/p2p-circuit/p2p/116AHngDvyZxiub8AEgGQvFk5i1Q9wP7FsNbNdpS5KqmVs24U5A'], 'height': 1303385}",0.0698699951171875,14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF,13Q4EGUA8pAD5AjJxMf2UnzSAa4NbgVFjFqiygYjXaZCnWQDRx2,3,lively-hazelnut-eagle,full,88268cd859fffff,8c268cd85965dff,1305283,1305626,"{'short_street': 'W 26th Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'West 26th Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",60,0,976049,1305776,116AHngDvyZxiub8AEgGQvFk5i1Q9wP7FsNbNdpS5KqmVs24U5A
-105.01306253028957,39.76528134653479,2021-08-21T15:52:20.000000Z,"{'timestamp': '2022-03-26T14:42:30.611000Z', 'online': 'online', 'listen_addrs': ['/ip4/67.166.6.217/tcp/44158'], 'height': 1283253}",0.0768585205078125,14rb2UcfS9U89QmKswpZpjRCUVCVu1haSyqyGY486EvsYtvdJmR,14RUkLyrzC4PjNywnasbDTyG2Co6h9VpoRR62p62ScKHgJEx1DS,1,raspy-tangerine-wolverine,full,88268cda17fffff,8c268cda16533ff,1305543,1305595,"{'short_street': 'Vallejo St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Vallejo Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",80,6,975698,1305776,11X4aD9ua6EEu6TksvaG8sPo5URsM8cuFMEEsr2tFZVSBFNmdGa
-104.94505827538465,39.736941601460465,2021-08-21T06:38:20.000000Z,"{'timestamp': '2022-03-30T00:28:09.958000Z', 'online': 'online', 'listen_addrs': ['/ip4/75.70.249.130/tcp/44158'], 'height': 1288573}",0.1060791015625,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,14GxBpp2pYjh2CNjoprfsDyUHBESBexBsCx76dUCm8PdkXLRZRT,1,short-silver-shark,full,88268cd1a5fffff,8c268cd1a5501ff,1304779,1304820,"{'short_street': 'Monroe St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Monroe Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,20,975090,1305776,112HtzssJmMqnBiyYshBJ9QY35m1FtgKqe92riFVrUPq26gfcveB
-104.9448268547945,39.73695790286568,2021-08-21T06:06:39.000000Z,"{'timestamp': '2022-04-10T06:19:34.444000Z', 'online': 'online', 'listen_addrs': ['/ip4/75.70.249.130/tcp/44158'], 'height': 1305383}",0.10626220703125,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,14GxBpp2pYjh2CNjoprfsDyUHBESBexBsCx76dUCm8PdkXLRZRT,1,sweet-plastic-pike,full,88268cd1a5fffff,8c268cd1a550bff,1305490,1305693,"{'short_street': 'Monroe St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Monroe Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,20,975057,1305776,112oqnPm8xeCuyZaJ6rCDjfPBPSQBZT2LNy7SCmMzazPGFpPbuHV
-104.9328974042519,39.662580693129044,2021-08-21T01:27:45.000000Z,"{'timestamp': '2022-01-04T17:25:44.792000Z', 'online': 'offline', 'listen_addrs': ['/ip4/98.38.2.63/tcp/44158'], 'height': 1165862}",0.258331298828125,14rb2UcfS9U89QmKswpZpjRCUVCVu1haSyqyGY486EvsYtvdJmR,14BCWHQP6SaP68FKkw1b9QwR9maaPfc7rnEu6ss7vizWZ4F18iW,1,straight-shadow-condor,full,88268cc333fffff,8c268cc333591ff,1165525,1165854,"{'short_street': 'S Dexter Way', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Dexter Way', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",12,0,974752,1305776,1123mjQsUcdnAYpbcjDEyYQSsp9nMQ53wW285ue5n4j1vPQ9j2fY
-105.02736685789016,39.67020921972144,2021-08-21T00:20:57.000000Z,"{'timestamp': '2022-02-21T12:40:08.452000Z', 'online': 'offline', 'listen_addrs': ['/ip4/98.50.89.13/tcp/44158'], 'height': 1235813}",0.2633209228515625,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,14LpWnwPwKyj5hAVdhjRT6igo6ZydsJzVaKSXhkSRJyT62ZUzBg,2,clean-raisin-lizard,full,88268cd8bdfffff,8c268cd8bc761ff,1235763,1235974,"{'short_street': 'S Grove St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Grove Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",58,5,974680,1305776,1122LC6oKETQfAG669vjNGBHznFAEUsrCeJ8Aaq8Jd7fTQG7KDxw
-104.98523646938531,39.69446333046192,2021-08-20T19:47:36.000000Z,"{'timestamp': '2022-04-09T07:52:38.781000Z', 'online': 'online', 'listen_addrs': ['/ip4/71.205.17.79/tcp/44158'], 'height': 1304078}",0.1024017333984375,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,13Xds5PLVwMckPFwLcAHCftJ1sdmAmfG2K1eeZVaedpFMPV5m7G,2,ancient-mossy-octopus,full,88268cd8dbfffff,8c268cd8da8edff,1305282,1305531,"{'short_street': 'S Sherman St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Sherman Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",58,8,974409,1305776,112YYfHALbMQfFBpv8Vfj8SWPK73NeUsufBa39gv2E3SPRTS4pH
-105.02018481458383,39.75407817873424,2021-08-20T17:45:17.000000Z,"{'timestamp': '2022-02-11T15:47:38.879000Z', 'online': 'offline', 'listen_addrs': ['/ip4/73.181.12.44/tcp/44158'], 'height': 1220763}",0.0692901611328125,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,13d7aLA9XYN46dAGZAiuPrT897Qe7CvvLSeUvGtTvhdFu9obJai,1,zesty-sage-troll,full,88268cdae5fffff,8c268cdae5443ff,1220590,1220721,"{'short_street': 'Clay St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Clay Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,0,974288,1305776,11DQmekLjLqutQ34JxrBhYjzK8oatynwxXRybXYQsNsfFwJUATC
-104.95059269773805,39.76035748348207,2021-08-20T02:43:29.000000Z,"{'timestamp': '2021-10-15T23:19:38.950000Z', 'online': 'offline', 'listen_addrs': ['/p2p/11JAPERpk2c8TUc3GArBucKidnpfsAasUsrVkKMYA6SSFRvB9J6/p2p-circuit/p2p/112ZoExZjQVJZRMFLzR1Pe61j75tum9czbgShSN5agDqhuaFXCPX'], 'height': 1055947}",0.204925537109375,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,13uzC3PQzna9pdTrmgAtsWY5N6AN51bY1A1nGn4odMnz4qUboRG,1,great-canvas-huskie,full,88268cd133fffff,8c268cd132c97ff,1055924,1056617,"{'short_street': 'St Paul St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Saint Paul Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,1,973322,1305776,112ZoExZjQVJZRMFLzR1Pe61j75tum9czbgShSN5agDqhuaFXCPX
-104.98578764093435,39.71733650335892,2021-08-19T21:55:44.000000Z,"{'timestamp': '2021-12-03T19:22:35.394000Z', 'online': 'offline', 'listen_addrs': [], 'height': 1}",0.2196044921875,14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF,13n9v76cV7ewLREfgAFj3mNWjXf5xJEicStA8zaheX56AghyEZU,1,late-carbon-monkey,full,88268cdab1fffff,8c268cdab0651ff,1092851,1092851,"{'short_street': 'Lincoln St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Lincoln Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",26,8,973039,1305776,112RCWbdupvsc6wKC2gTM4Ju4iLFTz6jiTvhib6Sd6N6Z5CwEJKf
-104.97537670517036,39.69576471715694,2021-08-19T17:11:58.000000Z,"{'timestamp': '2022-04-06T19:57:03.294000Z', 'online': 'online', 'listen_addrs': ['/p2p/11HZA2nysSe926dauP3dZkTCRw7Ti145yFp7i6KU8FCgzhAsHh1/p2p-circuit/p2p/11mUxM4McWnXMPAuk5AUfYkZ2KD9EayDnrLwu5sfXS9GK2Fkhn1'], 'height': 1300519}",0.1184844970703125,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,13eCVbi4tTofg38hT5rUFufKHmp1v9X4WDLtBUx2aytaFjRGqf4,2,exotic-tin-guppy,full,88268cc367fffff,8c268cc366957ff,1305349,1305562,"{'short_street': 'S Ogden St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Ogden Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,0,972745,1305776,11mUxM4McWnXMPAuk5AUfYkZ2KD9EayDnrLwu5sfXS9GK2Fkhn1
-104.98735958659327,39.7567070565445,2021-08-19T01:48:51.000000Z,"{'timestamp': '2022-03-18T16:10:06.578000Z', 'online': 'online', 'listen_addrs': ['/ip4/174.51.15.159/tcp/44163'], 'height': 1271540}",0.0488739013671875,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,14AkeqRmFXZfs4P2fWP1P1HN3coejhswH4rHx36FdziNCUBF3gn,6,acrobatic-topaz-kitten,full,88268cdac7fffff,8c268cdac7731ff,1304821,1305106,"{'short_street': 'Larimer St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Larimer Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,8,971747,1305776,11CCMGe8D4ZVNx1GdSkT42WKBVDbRgecmJaLpsBDcFZEkN2Gbcg
-105.04328750912345,39.7822655907575,2021-08-19T00:26:48.000000Z,"{'timestamp': '2022-04-06T06:25:15.346000Z', 'online': 'online', 'listen_addrs': ['/ip4/98.38.96.73/tcp/44158'], 'height': 1299657}",0.1152801513671875,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,14jgZS5A1bqW1svm7UFcACmT4omwsEjQXNtEprxgCQCjtZnutzM,4,sweet-blush-cougar,full,88268cda07fffff,8c268cda0783bff,1305556,1305595,"{'short_street': 'Stuart St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Stuart Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,2,971655,1305776,11sAtE9fVJxGnqsyhocgBB8pJuws86QzRpjhDjvXFdzcP3wrS2f
-104.98356066962442,39.68463185272003,2021-08-18T21:19:37.000000Z,"{'timestamp': '2022-03-23T07:41:40.791000Z', 'online': 'offline', 'listen_addrs': ['/ip4/71.229.145.65/tcp/44158'], 'height': 1278186}",0.106201171875,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,13NdSF5uVZJRyQgjP9Fz7DBMtbjCdKZUN4aDzT6X76VUm1CdMHm,3,upbeat-pewter-lion,full,88268cc325fffff,8c268cc325b57ff,1281580,1281604,"{'short_street': 'S Grant St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Grant Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",12,0,971461,1305776,118gw3kDGfQTaxg4ZZaDbJWSSP2VTa8mZMyDKmeF65ybPQ4N54D
-104.98916177537448,39.762606005377364,2021-08-18T11:14:30.000000Z,"{'timestamp': '2021-11-01T17:08:29.909000Z', 'online': 'offline', 'listen_addrs': ['/p2p/1127DjrB4fsgzLmWgxcrBP3j7njFGn2XJhL2qbhAyAyDDgEHmYxj/p2p-circuit/p2p/11VpPDU31gFsRzgyqVN3FfxHBCHVW1LfBzj8w8HYd7kgXU5vCnk'], 'height': 1079994}",0.145111083984375,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,14AZz3uN25HHbW7CrW84mD4r7XBUeTfycyTe3ae3GCVF4NzSVgw,1,swift-cotton-mammoth,full,88268cdac1fffff,8c268cdac0a6bff,1083147,1084332,"{'short_street': 'Wewatta Way', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Wewatta Way', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,0,970796,1305776,11VpPDU31gFsRzgyqVN3FfxHBCHVW1LfBzj8w8HYd7kgXU5vCnk
-104.8717953456029,39.69219791102152,2021-08-18T05:19:51.000000Z,"{'timestamp': '2022-03-17T17:50:54.463000Z', 'online': 'offline', 'listen_addrs': ['/p2p/112jJ77cGQH8NABA4we25J3LfagxiRMC4wBBrauL1eBNNkCJmMP1/p2p-circuit/p2p/11MVdnhL4QQUVVrPX2JtyX2BPFMra5Whi7ZFayG9NmuCxatr786'], 'height': 1270335}",0.2459259033203125,14rb2UcfS9U89QmKswpZpjRCUVCVu1haSyqyGY486EvsYtvdJmR,14BCWHQP6SaP68FKkw1b9QwR9maaPfc7rnEu6ss7vizWZ4F18iW,2,happy-goldenrod-griffin,full,88268cc205fffff,8c268cc204c91ff,1269910,1270294,"{'short_street': 'E Wyoming Pl', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East Wyoming Place', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",12,0,970443,1305776,11MVdnhL4QQUVVrPX2JtyX2BPFMra5Whi7ZFayG9NmuCxatr786
-105.11769490209696,39.66539356057206,2021-08-18T01:53:01.000000Z,"{'timestamp': '2022-04-03T13:05:35.825000Z', 'online': 'online', 'listen_addrs': ['/ip4/73.34.192.205/tcp/44158', '/p2p/11kY5LJm2yzoFB9HuJ1bWhViJerhCswNuoPbkViAMF4mxCrJ31c/p2p-circuit/p2p/11CSHDsvew2nWQbTa2X5XYxfTS3u6m3G9NnxzT4egqRv2brCv5x'], 'height': 1295696}",0.230560302734375,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,14n1DC78B3deEFZAr868kRsUsXaMQazM81yRzHBiWvb8gH896PG,2,muscular-navy-butterfly,full,88268cd9a3fffff,8c268cd9a3503ff,1305264,1305662,"{'short_street': 'S Moore Dr', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Moore Drive', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,6,970229,1305776,11CSHDsvew2nWQbTa2X5XYxfTS3u6m3G9NnxzT4egqRv2brCv5x
-105.01116093624059,39.702271387184645,2021-08-18T01:40:31.000000Z,"{'timestamp': '2021-10-28T06:11:34.945000Z', 'online': 'offline', 'listen_addrs': ['/p2p/1121cndhzE5SugewQ8gGFYNadGSMdtRkMTxzes8F9x5ZyVmHj1Ld/p2p-circuit/p2p/112aaTdMri89P1apqf3jdHQz53GrC2V2gXrHVoV3MqS9na4AqTjN'], 'height': 1073549}",0.3843231201171875,13Zni1he7KY9pUmkXMhEhTwfUpL9AcEV1m2UbbvFsrU9QPTMgE3,14eYdNADSBmm4VY7crpkbjqXUMp62duYHaTpH7knz5oUA2kd15Q,1,custom-heather-lemur,full,88268cd8c3fffff,8c268cd8c204dff,1073564,1073684,"{'short_street': 'S Tejon St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Tejon Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",30,10,970214,1305776,112aaTdMri89P1apqf3jdHQz53GrC2V2gXrHVoV3MqS9na4AqTjN
-104.89983335483238,39.76105960575264,2021-08-17T12:44:02.000000Z,"{'timestamp': '2022-04-06T13:56:08.308000Z', 'online': 'online', 'listen_addrs': ['/p2p/112f62g4hmQsJNqQ1x3yw4NeMBuwX8VsQ81S2JhLRDLg5ettVuNQ/p2p-circuit/p2p/1125MoY7bHVDddaWCcbTZEfbqMGHudJeTfk9WKHdwpNYRTJ4ctxG'], 'height': 1300131}",0.29205322265625,13Zni1he7KY9pUmkXMhEhTwfUpL9AcEV1m2UbbvFsrU9QPTMgE3,13AL4Q5Aze73af8sR8sYXWSpRoGAeCKvmGTtVmcuhGMGZLbdwo8,1,decent-heather-sidewinder,full,88268cd1c3fffff,8c268cd1c202bff,1305229,1305755,"{'short_street': 'Roslyn Way', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Roslyn Way', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",30,15,969360,1305776,1125MoY7bHVDddaWCcbTZEfbqMGHudJeTfk9WKHdwpNYRTJ4ctxG
-104.98316148384521,39.73847065703644,2021-08-16T19:25:04.000000Z,"{'timestamp': '2021-12-18T22:37:15.319000Z', 'online': 'offline', 'listen_addrs': ['/ip4/38.13.49.237/tcp/44158'], 'height': 1145089}",0.14617919921875,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,13mrSsZpk3NmhgoHkbA9bLtei7Sh5U3LiW5jNfMiRTAo1ZHXtsZ,1,bitter-aegean-starfish,full,88268cda81fffff,8c268cda80685ff,1145109,1145109,"{'short_street': 'Grant St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Grant Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,15,968265,1305776,1125jM3F1C4UAHd4cCBdoL4BErZQP7RTQHHiCpP127rPL7UYN3AM
-104.91313207681523,39.63999512632266,2021-08-16T12:25:41.000000Z,"{'timestamp': '2022-01-27T11:35:16.099000Z', 'online': 'offline', 'listen_addrs': ['/p2p/112JLq8A84JKU9TvXWEXHahDGBrDAzD1sKX5CVyRzEQGCtu6ix44/p2p-circuit/p2p/11iPmUDsZxJrXC4ybq5BJvxYhiBpmELzcXmHuxu9KHHWWd75jRY'], 'height': 1200714}",0.1696014404296875,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,14ZdGMKSTUwgyJFk1PgPVymT6RgckYGMmKbNnaAZYkbYUKXP7xE,1,faint-ultraviolet-weasel,full,88268cc029fffff,8c268cc028405ff,1206955,1207194,"{'short_street': 'E Happy Canyon Rd', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East Happy Canyon Road', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,1,967801,1305776,11iPmUDsZxJrXC4ybq5BJvxYhiBpmELzcXmHuxu9KHHWWd75jRY
-104.91313207681523,39.63999512632266,2021-08-16T12:17:54.000000Z,"{'timestamp': '2022-04-04T18:04:14.430000Z', 'online': 'online', 'listen_addrs': ['/ip4/67.166.35.228/tcp/44158', '/p2p/112GUkbGfKi4R99mkVFqh3qEAcavq69PiUfmsR4ZsD8GogE6gZqS/p2p-circuit/p2p/11uWvbaowYohVi7fM3NxpAz4Qo9QWwZgWW9Zjxd2EhxNSxKCjS1'], 'height': 1297439}",0.2292022705078125,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,14ZdGMKSTUwgyJFk1PgPVymT6RgckYGMmKbNnaAZYkbYUKXP7xE,1,abundant-crimson-vulture,full,88268cc029fffff,8c268cc028405ff,1304847,1305693,"{'short_street': 'E Happy Canyon Rd', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East Happy Canyon Road', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,1,967793,1305776,11uWvbaowYohVi7fM3NxpAz4Qo9QWwZgWW9Zjxd2EhxNSxKCjS1
-104.88419081794105,39.64655219875482,2021-08-15T20:23:31.000000Z,"{'timestamp': '2021-12-31T20:53:33.521000Z', 'online': 'offline', 'listen_addrs': ['/p2p/1129LQikbwYSKpBc7S5Yrf5nJVrkh2bMR9QwKvVRXr2tFLHtx8ob/p2p-circuit/p2p/114i4rr1zxedMq8L8dorfJxXqXKDN9LXQibuSz6Y7MXxY86srKN'], 'height': 1160950}",0.3076629638671875,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,13ZQi5syuiZ4uCmFyRZ1CPDnxqmDoN9JLQDkJMAtY5g1osiXxAq,2,massive-crepe-eagle,full,88268cc00bfffff,8c268cc00bac3ff,1160721,1160894,"{'short_street': 'Mansfield Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Mansfield Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",80,5,966841,1305776,114i4rr1zxedMq8L8dorfJxXqXKDN9LXQibuSz6Y7MXxY86srKN
-104.95987568389094,39.675302098612256,2021-08-15T06:55:55.000000Z,"{'timestamp': '2022-04-01T21:54:15.592000Z', 'online': 'online', 'listen_addrs': ['/ip4/75.166.103.65/tcp/44158'], 'height': 1293150}",0.1567230224609375,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,13A5dqbNb6ttcNNg2qFtdKzT4HanWsd26BvDcWLSGdG6pPSXYP9,7,glorious-mustard-mongoose,full,88268cc323fffff,8c268cc3222b1ff,1304735,1305724,"{'short_street': 'E Iliff Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East Iliff Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",30,5,966023,1305776,11mmTXuri6MdcvR6a7RYLs26CQCDBnYQ5JFMbaRgrkrLC6BiQ62
-104.8838634870096,39.78702846941164,2021-08-14T23:15:18.000000Z,"{'timestamp': None, 'online': 'offline', 'listen_addrs': None, 'height': None}",,14m6X1sWdCPYQsgi5ADDbsa9reiQr8wvKzHgko1Kf1VUfcmnMQg,14m6X1sWdCPYQsgi5ADDbsa9reiQr8wvKzHgko1Kf1VUfcmnMQg,1,brave-menthol-loris,dataonly,88268cd03dfffff,8c268cd03d2b7ff,,1019454,"{'short_street': 'E 49th Pl', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East 49th Place', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",12,0,965582,1305776,13LQCy9iJGnn63NVkMFq5G7jqT71wjRzxVNJs6rmsNyiEpdhemQ
-105.02165927806902,39.749000942089474,2021-08-14T21:12:37.000000Z,"{'timestamp': '2022-03-27T10:24:50.860000Z', 'online': 'online', 'listen_addrs': ['/ip4/71.229.244.44/tcp/44158'], 'height': 1284533}",0.0828399658203125,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,13N2zhvXWocAEgBR6iiTxjLM3tpwMJChiivitbAb88Ybr21vtGG,1,late-blonde-beaver,full,88268cdae5fffff,8c268cdae45b5ff,1305037,1305037,"{'short_street': 'W 21st Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'West 21st Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,6,965466,1305776,11v93UE1WkojnTThmmX2DDxm66FEJEMSBdRtm7P7zrAdzrgTMJn
-104.8940632925867,39.668628652686614,2021-08-14T20:14:10.000000Z,"{'timestamp': '2022-04-08T10:06:01.951000Z', 'online': 'online', 'listen_addrs': ['/ip4/75.70.134.163/tcp/44158'], 'height': 1302814}",0.228973388671875,14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF,14i25ev1bQSibkZUsHWj72EGBSLRXAzcAXBaUBNX97iJHYWyPM2,7,ancient-pistachio-leopard,full,88268cc041fffff,8c268cc041a03ff,1305741,1305741,"{'short_street': 'S Syracuse Way', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Syracuse Way', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,9,965409,1305776,1124caYo7YmYdMMGeGFDNtgPx1yjDMKemY843PZNXJAZxKcS1GYe
